whitish,adj. 发白的
alpha,n. 优等，首要
engraving,n. 版画，雕刻
Cambrian,adj. 寒武纪的；n. 寒武纪
mundane,adj. 平凡的，世俗的
invertebrate,adj. 无脊椎的；n. 无脊椎动物
invader,n. 侵略者
pastureland,n. 牧场
listing,n. 登记项目
execute,v. 执行
removal,n. 清除
defeat,v. 击败，使...落空；n. 失败
lengthwise,adv. 纵向地
fern,n. 蕨类植物
characteristically,adv. 典型地
pension,v. 发退休金
diagnostic,adj. 诊断的
organ,n. 器官，管风琴
bacterium,n. 细菌（复数：bacteria）
realm,n. 王国，领域
unsophisticated,adj. 基本的
horticulturalist,n. 园艺家
behavior,n. 行为
harness,v. 利用；n. 挽具
hypothetically,adv. 假设地
tempting,adj. 诱人的；v. 引诱
duct,n. 导管
needle,n. 针
carbohydrate,n. 碳水化合物
reliant,adj. 依赖的
bookseller,n. 书商
downhill,adv. 向山下
microorganism,n. 微生物
practitioner,n. 实践者
heater,n. 加热器
Antarctic,adj. 南极地区的
department,n. 部门
romanticism,n. 浪漫主义
wonderful,adj. 非常好的
sequester,v. 隔绝
military,adj. 军事的；n. 军队
distinctive,adj. 特别的
alchemy,n. 炼金术
wasp,n. 黄蜂
species,n. 物种
uterus,n. 子宫
evade,v. 逃脱
prevalence,n. 流行
daunting,adj. 令人却步的
costume,n. 戏装
blemish,n. 瑕疵
unify,v. 统一
constrictor,n. 大蟒
cathedral,n. 教区总教堂
thoughtful,adj. 沉思的
annoyed,adj. 恼怒的
animated,adj. 有生命的
shard,n. [陶器，金属等带锋利边缘的] 碎片
exploit,v. 开发
inflexibly,adj. 僵化的
chop,v. 砍
corrector,n. 修正者
aggressiveness,n. 攻击性
dizziness,n. 头晕目眩
convulsion,n. 震动
damp,adj. 潮湿的；v. 使…潮湿
wane,v. 衰落
swelling,n. 膨胀
geophysicist,n. 地球物理学家
institutional,adj. 制度的
cumulative,adj. 累积的
daytime,n. 白天
voyage,n. 航程；v. 航行
seismometer,n. 地震仪
maneuverable,adj. 易操纵的
stool,n. 凳子
suppression,n. 抑制
granule,n. 颗粒
impetus,n. 动力
interplanetary,adj. 星际的
entail,v. 须要
perceivable,adj. 可感知的
staff,n. 员工
fresco,n. 湿壁画
muscular,adj. 肌肉的
erosion,n. 侵蚀
shatter,v. 打碎
stimulate,v. 刺激
measurable,adj. 显著的 ，可计量的
inundation,n. 淹没
truly,adv. 确实地
niche,n. 生态龛 [指动植物物种在生物种群中的地位]，市场定位
replay,v. 重放，重演
symbolism,n. 象征意义，符号使用
separable,adj. 可分隔的
enjoyment,n. 愉快
mute,adj. 无声的；v. 使柔和
leak,v. 渗漏
considerably,adv. 相当多地
bass,n. 低音
authenticate,v. 证明...是真的
overrule,v. 否决
complacent,adj. 自满的
approach,n. 方法，靠近；v. 接近，处理
willow,n. 柳树
extinction,n. 绝种
overworked,v. 工作过度
phosphorus,n. 磷
nursery,n. 哺育场所，托儿所
float,v. 浮；n. 彩车
contend,v. 斗争，主张
implicitly,adv. 含蓄地
dioxide,n. 二氧化物
snack,n. 小吃
involve,v. 使参与，包含
curtain,n. 窗帘
fulfillment,n. 实现
offense,n. 过错
fastidious,adj. 一丝不苟的
inhibit,v. 抑制
socially,adv. 在社会意义上
purify,v. 净化
mutually,adv. 互相
genotype,n. 基因型
merge,v. 合并
rooftop,adj. 屋顶上的；n. 屋顶
biotic,adj. 生物的
collector,n. 征收者，收藏者，收集器
clan,n. 宗族
definitely,adv. 确切地
subsequently,adv. 随后
flea,n. 跳蚤
spew,v. 喷出
photosynthesize,v. 进行光合作用
behalf,n. 代表
nonsense,adj. 荒谬的
violently,adv. 猛烈地
norm,n. 规范
gulp,v. 吞咽
sedimentary,adj. 沉积形成的
lemon,n. 柠檬
useless,adj. 无用的
sparrow,n. 麻雀
adequately,adv. 充分地
percolate,v. 渗透，过滤
bay,n. 湾
patent,v. 获得…的专利权；n. 专利
terrain,n. 地带
reliance,n. 依赖
exaggerate,v. 夸大
crime,n. 罪
flour,n. 面粉
fecundity,n. 繁殖力
radiocarbon,n. 放射性碳
refute,v. 驳斥
poultry,n. 家禽
thumb,n .拇指
pulverize,v. 将…弄碎
fate,n. 命运
epidemiological,adj. 流行病学的
reinforce,v. 强化
primate,n. 灵长动物
hawk,n. 鹰
lunar,adj. 月亮的
vent,v. 发泄；n. 出口
saturate,v. 将…浸透
apprentice,n. 学徒；v. 当学徒
consciousness,n. 知觉
symptom,n. 症状
indistinguishable,adj. 难以分辨的
attribute,v. 归因于；n. 属性
convoluted,adj. 错综复杂的
regarded,adj. 被视为，被看做
verdict,n. 决定
entry,n. 进入，入口
poetic,adj. 富有诗意的
harshness,n. 严酷
expectant,adj. 期盼的
registration,n. 登记，挂号
compost,n. 堆肥；v. 将…制成堆肥
multitude,n. 大量
strictly,adv. 严格地 ，绝对地
constrain,v. 限制
beaver,n. 河狸
Irish,adj. 爱尔兰的，爱尔兰人的
sputter,v. 爆响着停息
confusing,adj. 令人困惑的
intrigue,v. 引起…的好奇心
conference,n. 会议
torpor,n. 麻木
grapple,v. 努力对付
interrelated,adj. 相互关联的
precession,n .行进
unstable,adj. 不稳定的
seafarer,n. 水手
fabric,n. 织物，结构
fortunate,adj. 幸运的
arousal,n. 激动
serenity,n. 安详
conspicuous,adj. 显眼的
infer,v. 推理
successfully,adv. 成功地
patience,n. 耐心
revive,v. 复兴
cubism,n. 立体派
varnished,adj. 涂漆的
mistaken,adj. 错误的
atmospheric,adj. 大气的
deprecate,v. 反对
incandescent,adj. 白炽的
plow,n. 犁；v. 犁
skeptical,adj. 怀疑的
delivery,n. 发送
distantly,adv. 些微地
greenery,n. 绿色植物
nutrition,n. 营养
speculation,n. 猜测
preconceived,adj. 预先形成的
comic,adj. 喜剧的；n. 连环漫画杂志
tough,adj. 坚固的
permeability,n. 渗透性
desire,n. 渴望；v. 渴望
mixer,n. 调酒用的饮料
hop,n. 啤酒花；v. 跳跃
artificiality,n. 人为
imperialism,n. 帝国主义
highway,n. 公路
wisdom,n. 智慧
domain,n. 领域
youngster,n. 年轻人
proliferation,n. 激增
postulation,v. 假定
methane,n. 甲烷
proportion,n. 比例，部分；v. 使…成比例
theorem,n. 原理
hostility,n. 敌意
stereotype,n. 固定的形式
tremendous,adj. 极大的
streak,n. 条纹
raft,n. 筏子
unequivocal,adj. 毫不含糊的
emigration,n. 移居外国
succulent,adj. 肉质的，鲜美多汁的；n. 肉质植物
Christian,adj. 基督教的
lodging,n. 寄宿
discrete,adj. 分离的
chase,v. 追求；n. 追赶
discontinuous,adj. 间断的
virus,n. 病毒
undermine,v. 侵蚀
monarchy,n. 君主制
shuttle,n. 航天飞机
landmark,n. 地标，里程碑
legal,adj. 法律的
detract,v. 减损
receptive,adj. 接受力强的，乐于接受的
wagon,n. 马车
recording,n. 录制的音像，录制
oversea,adv. 国外，向国外
scent,n. 气味
complex,adj. 复杂的；n. 建筑群
outweigh,v. 超过
helpless,adj. 无助的
riot,n. 丰富多彩，暴乱
trigger,v. 引发；n. 触发原因
deficiency,n. 缺乏
Neolithic,adj. 新石器时代的
durable,adj. 耐用的
fishery,n. 渔业
afford,v. 承受得起 ，提供
abnormally,adv. 异常地，反常地
pretension,n. 自负
construction,n. 建造，建筑物
blink,v. 眨眼；n. 眨眼
vessel,n. 脉管，容器，船
collage,n. 拼贴画
expel,v. 驱逐
bureaucratic,adj. 官僚主义的
melt,v. 使...融化
date,n. 日期；v. 确定...的年代
priest,n. 祭司
periphery,n. 外围
wax,n. 蜡
viral,adj .病毒的
stretch,v. 拉长
fluidity,n. 流动性
conclude,v. 推断出
unlikely,adj. 不大可能的
breeze,n. 微风
dismiss,v. 对…不予考虑
autobiography,n. 自传
vacate,v. 腾出
inedible,adj. 不能吃的
conspecific,n. [生物学]同种
preferable,adj. 更可取的
momentous,adj. 重大的
abruptly,adv. 突然地
moldy,adj. 发霉的
conglomerate,n. 砾岩
expressionist,n. 表现主义的
richness,n. 丰富，肥沃
ignite,v. 激发，引起
junior,adj. 级别较低的
camping,n. 野营
unanswered,adj. 未解答的
variety,n. 种类，多样化
slowdown,n. 减速
cater,v. 满足…的需要
biomass,n. 生物量，有机燃料
molecule,n. 分子
peer,n. 同龄人
audition,v. 试演；n. 试演
grounding,n. 搁浅
entertain,n. 娱乐
nurture,n. 培养；v. 养育
astonishing,adj. 令人大为惊奇的
convenient,adj. 方便的
predispose,v. 使有倾向
vandal,n. 破坏公物者
prone,adj. 容易…的，俯卧的
sum,v. 总结；n. 款项
thickness,n. 厚度
dominant,adj. 支配的
staple,adj. 主要的
industrializer,n. 工业化者
known,adj. 为人所知的
tonal,adj. 色调的
exhibitor,n. 参展者
toolmaker,n. 工具制造者
complication,n. 复杂性
determiner,n. 决定因素
acceptance,n. 接受
rocky,adj. 岩石的，布满岩石的
villager,n. 村民
readily,adv. 容易地，乐意地
embrace,v. 拥抱，欣然接受
integration,n. 整合
generosity,n. 慷慨
caliber,n. 能力
minor,adj. 次要的，轻微的；n. 辅修科目
stable,adj. 稳定的
treated,adj. 已处理过的
gear,n. 设备，齿轮；v. 使…适合于
triangle,n. 三角形
pressurize,v. 使……加压
astronomer,n. 天文学家
interval,n. 间隔
professional,adj. 专业的；n. 业内人士
legally,adv. 在法律上
transcendence,n. 超越
procurement,n. 购买
propagate,n. 繁殖
realization,n. 实现，认识
spice,n. 香料
moss,n. 苔藓
speculative,adj. 推测的
undeveloped,adj. 落后的
cistern,n. 储水罐
legend,n. 传奇
primitive,adj. 原始的，早期的
settlement,n. 定居点，殖民，协议
audiovisual,adj. 视听的
streetlight,n. 路灯
pulp,n. 浆，黏浆状物
transport,v. 运输；n. 运输
exterminate,v. 消灭
pillared,adj. 有柱的
destiny,n. 命运
federation,n. 联邦
earthquake,n. 地震
united,adj. 联合的
acquire,v. 获得，习得
basis,n. 基础
labor,n. 劳动，劳工
literary,adj. 文学的，书面的
Korean,adj. 韩国的
subset,n. 子集
cognitive,adj. 认知的
intersect,v. 交叉
lawlike,adj. 似法律的
parallel,v. 与…平行，与…相似；adj. 平行的；n. 平行线
install,v. 安装
cattle,n. 牛
merrily,adv. 愉快地
accurate,adj. 精确的
retreat,v. 后退；n. 撤退
internally,adv. 在里面，在体内
journal,n. 期刊
metabolite,n. 代谢物
hallway,n. 门厅，走廊
advancement,n. 发展，晋升
expire,v. 到期
circular,adj. 圆的，环行的
architectural,adj. 建筑的
elicit,v. 抽出
coral,n. 珊瑚，珊瑚虫
suit,v. 适合
biography,n. 传记
submerge,v. 淹没
algae,n. 水藻
generalist,n. 多面手
shorten,v. 缩短
marrow,n. 骨髓
gauge,n. 测量仪器
eject,v. 喷射
gypsum,n. 石膏
plump,adj. 胖乎乎的
announcement,n. 通告
airway,n. 气道
drama,n. 戏剧，戏剧性事件
predicament,n .窘况
pastoral,adj. 放牧的
metabolically,adv. 新陈代谢地
disadvantageous,adj. 不利地
excel,v. 突出
exterior,adj. 外部的；n. 外部
rotation,n. 旋转，轮换
rid,v. 使摆脱
rendition,n. 表演
incongruent,adj. 不一致的
planktonic,adj. 浮游的
planetary,adj. 行星的
woodlot,n. 林地
trainer,n. 教练员
bull,n. 公牛
suck,v. 吮吸
miracle,n. 奇迹
string,n. 一连串
unfathomable,adj. 高深莫测的，难以了解的
spacing,n. 间隔
traumatic,adj. 令人痛苦的
bulletin,n. 公告
nonliterate,adj. 不识字的
invoke,v. 援引 ，祈求
seismic,adj. 震的
broadly,adv. 大体上
hippo,n. 河马
caste,n. (昆虫的)职别〔如工蜂等〕
restrictive,adj. 限制性的
exchange,n. 交换；v. 交换
crater,n. 陨石坑
compliment,n. 赞扬
shipyard,n. 造船厂
aerobic,adj. 需氧的
allude,v. 间接提及某事物/某人
geometrical,adj. 几何的
overrun,v. 大批出没
descendant,n. 后代
hereditary,adj. 世袭的，遗传的
scene,n. 场景
rigid,adj. 坚硬的 ，死板的，严格的
retail,adj. 零售的；n. 零售
fortune,n. 大笔财产，运气
attack,v. 攻击，腐蚀；n. 攻击
salon,n. 沙龙，画廊
telltale,adj. 泄露秘密的
hydrate,n. 水合物
texture,n. 质地；v. 使具有某种结构或特征
faunal,adj. 动物群的
collar,n. 领子，项圈
expose,v. 暴露，使遭受
forestry,n. 林学
oneness,n. 一体
plumbing,n. 管道系统
beggar,n. 乞食者
quasi,adj. 准的
tint,n. 色彩
electronic,adj. 电子的
fortress,n. 要塞
overview,v. 概述；n. 综述
vanish,v. 消失
outpouring,n. 迸发
understatement,n. 轻描淡写
incredible,adj. 难以置信的
core,n. 核心，地核
overgeneralize,v. 太笼统地概括
structurally,adv. 结构上
correspondence,n. 相似，通信
mineral,n. 矿物；adj. 矿物的
crush,v. 击败，压坏
flip,v. 快速翻动
distance,n. 距离
respect,n. 方面，尊敬；v. 尊敬
entrance,n. 入口
strain,n. 种类，压力；v. 使不堪承受，过滤
honor,n. 冗余；v. 尊敬
faculty,n. 全体教师，才能
instinctively,adv. 本能地
stimulus,n. 刺激（复数：stimuli）
ideological,adj. 意识形态的
maximize,v. 使…达到最大限度
participant,n. 参与者
log,v. 记录；n. 原木
countercurrent,n. 逆流
hormone,n. 激素
attract,v. 吸引
onion,n. 洋葱
tight,adj. 紧的
beam,n. 梁，[物理]束
duplication,n. 复制
coated,adj. 有覆盖层的
oasis,n. 绿洲
outperform,v. 胜过
grandiose,adj. 宏伟的
theology,n. 神学
philosophical,adj. 哲学的
catchment,n. 流域
root,n. 根，根源，[家族，种族，文化等的] 根；v. 使…生根，使…根深蒂固
penguin,n. 企鹅
superficially,adv. 表面上
bend,v. 使弯曲
sniff,v. 嗅
bask,v. 沐浴在阳光下
swiftly,adv. 迅速地
outclass,v. 远远超过
decent,adj. 像样的
global,adj. 全球的，整体的
skating,n. 滑冰
notion,n. 观念，概念
finely,adv. 精细地
assertion,n. 主张
steeply,adv. 陡直地
cliff,n. 悬崖
energize,v. 使...活跃
snatch,v. 抢走
buff,n. 爱好者
title,n. 名称
activation,n. 激活，启动，触发
suspect,v. 推测
estate,n. 地产
assure,v. 确保
interlocking,adj. 联锁的
plight,n. 困境
intake,v. 摄入；n. 摄入
sow,v. 播撒
subconscious,adj. 潜意识的
reptile,n. 爬行动物；adj. 爬行类的
zip,v. 快速移动
yellowish,adj. 淡黄的
longevity,n. 长寿
otherwise,conj.否则；adv. 在其他情况下
theoretically,adv. 理论上
unproven,adj. 未经检验的
equipment,n. 设备
evolutionarily,adv. 进化上
trample,v. 踩
evaluate,v. 评价
intrude,v. 闯入
democracy,n. 民主（制度）
kernel,n. 籽
breeder,n. 饲养员，栽培者
roomie,n. 室友
refrigerate,v. 使…冷却
bargain,n. 协议
sedentary,adj. 定居的
scrubland,n. 灌木丛林地
glory,n. 光荣
aware,adj. 意识到的
pose,v. 提出，构成；n. 姿势
scan,v. 扫描
mutual,adj. 相互的，共同的
grave,n. 坟墓
sap,n. [植物]液
aristocrat,n. 贵族
paralyzed,v. 使麻痹
renowned,adj. 著名的
elsewhere,adv. 在别处
superoxide,n. 过氧化物，超氧化物
statistic,n. 统计数字
restock,v. 再装满
cooperative,adj. 合作的
extreme,adj. 极端的；n. 极端
allopatric,adj. [生物]在各区生长的
exclusion,n. 排除在外
youth,n. 年轻
spongy,adj. 有吸水性的
guesswork,n. 猜测
sunrise,n. 日出
drawback,n. 缺点
toolmaking,n. 工具制造
imitation,n. 模仿
validity,n. 有效性
neoclassicism,n. 新古典主义
porous,adj. 多孔的，有活力的
reinforcement,n. 强化
irritate,v. 使恼怒
foolish,adj. 愚蠢的
buyback,n. 回购，回买
compute,v. 计算
customary,adj. 惯常的
unproductive,adj. 无效益的
strategic,adj. 战略的
systematize,v. 使系统化
flickering,adj. 闪烁的
frontal,adj. 前额的
allure,n. 诱惑力
isthmus,n. 地峡
acute,adj. 敏锐的
disorder,n. 混乱
charcoal,n. 木炭
dynamism,n. 活力
rotary,adj. 旋转的
colonist,n. 殖民地定居者
erratic,adj. 不稳定的
reconstruct,v. 重建
linguistics,n. 语言学
sex,adj. 性的；n. 性别
condenser,n. 冷凝器
ahead,adv. 向前，领先
overland,adj. 经由陆路的
assign,v. 分配
hence,adv. 因此
plaza,n. 广场
vat,n. (染色、酿造等用的)大桶
ruminant,n. 反刍动物
pedestrian,adj. 步行的
embarrassed,adj. 尴尬的
limitation,n. 局限
intensely,adv. 极度地
quest,v. 追寻
endure,v. 持续，忍耐
readiness,n. 准备就绪，乐意
disappearance,n. 灭绝，消失
macular,adj. 有斑点的
duration,n. 持续时间
cyclical,adj. 循环的
fringe,n. 边缘
hidden,adj. 隐藏的
freshly,adv. 刚刚
temple,n. [非基督教的] 神殿
chimp,n. 黑猩猩
orchid,n. 兰花
surprising,adj. 令人吃惊的
puddle,n. 水坑，泥潭
growth,n. 生长，增长
interviewee,n. 被面试者
talent,n. 天赋
parasite,n. 寄生生物
artificially,adv. 人工地
visualize,v. 形象化
Islamic,adj. 伊斯兰教的
reconstruction,n. 重建
speaker,n. 扬声器
cruise,v. 乘船游览
juicy,adj. 多汁的
machinery,n. 机器
anomaly,n. 反常的事物
tyrant,n. 暴君
transfer,v. 转移，使转化；n. 转移
site,n. 地点；v. 选址
reschedule,v. 重订日程
crude,adj. 粗糙的，未加工的，粗略的
